Trust Score,cntSimTipIC,cntSimTipIS,cntSimTipICo,cntSimCCIC,cntSimCCIS,cntSimCCICo,q1,q2,q3,q4,q5,y
0.1618797849053761,0.9621775392665662,-0.7047297283464476,-0.03335393426400586,-0.4586384595817488,1.454544861850214,0.7818783743301336,1.0941534104243626,-0.7512296067861548,1.324774761174129,-0.8842577117102322,0.17483301940468127,0.0
0.9530160359682415,-0.5057464926928277,-1.9574080110045522,-0.5813616726620559,-1.2537718508363622,2.2295894948746544,1.7305639895171308,0.6716175112096193,0.5272738089136269,0.07541462652006019,-1.2601879755776204,1.0106477829611067,0.0
1.259529627256341,-0.4980030782054744,-0.9124674370743959,1.6864875339618366,1.500012373284517,-2.5221042373580906,1.4875327224717738,0.38385758170453965,-1.865157680453698,1.1116438752034188,0.3880576137843053,-0.44367297768549085,0.0
-0.9129679392386267,-0.468029146966301,0.4503376744775145,-0.6474137289089107,0.4075844084585348,-0.8740961487119964,0.03038801413075194,-1.5513163817492623,-1.6356841602000713,-0.38166452210108165,-1.0212169710391568,0.12473837477303341,1.0
-0.6912549287911864,-0.28362137900378415,0.021232226911592572,-0.03162951114590584,-0.25837566695724457,0.3637197620657288,-1.1261353112203467,-0.7066305331388651,0.41461539489137667,-0.20724881356491684,0.24085866160618846,-0.5949402111957235,1.0
0.11898658252550127,-1.9405609535253276,-0.20807592929126714,0.04173514585802778,-0.4603854937467589,0.061849942412134394,0.5801863303118953,-0.7397492977633012,-0.705798249845338,-0.1625675797330974,-0.7868701466382457,1.921274811178172,1.0
0.9121528822589918,-0.8872256234386805,1.368649184074723,1.155699763189035,1.0809709302776165,-0.04566280834973762,-0.5362609103599133,0.9197920288746937,-0.12218229328099321,-0.3692224684657498,0.3957073538315079,0.5910210591698901,0.0
0.10567504603427758,0.3067393448481236,1.5056481555043224,-0.884134069468044,0.10799102038494278,1.5650551300098792,-1.0384958607702204,-0.6344517807570761,0.046608322715842976,0.5513325092584724,0.039565057915675175,0.6232190085744844,1.0
-1.8901840849848734,-0.26979816964271125,-0.33618831990166737,0.32462512505484814,0.03857380446698931,0.5091542456364677,0.600106445659703,0.7391778435222978,-0.0743331929145112,-2.169456880405807,-0.7017076745752914,-1.2007840284474827,1.0
0.6845510524586655,0.36452946128142294,-1.3326695107717035,1.6037677301518627,1.018354367093111,1.1182873287002295,-1.158563839250208,-0.7399836826162604,-0.5086963057364883,-0.615552683913088,0.3883483187950629,0.26150666005475837,1.0
-0.5275722523430322,0.5434594810430862,-0.8015436506059777,0.6172637253584511,1.2508390656058788,-0.05830706245811027,1.0692670813825624,-1.0530224908007717,-0.062448959943601494,1.6030057584292936,0.5357595025882965,-0.28668816228900584,1.0
-0.5724946986194842,0.20759498876924506,-1.101591377373551,0.3047791694282017,1.2313530247714917,0.023443154367717708,-0.563546601613456,1.6875589898679484,0.2979110957948767,-0.07361311843671899,-0.1003186432088541,0.1662868792604798,1.0
-0.38758066625832804,0.6899002903123554,-0.12284262945703843,-0.24081692438839128,0.5637986421480323,-0.7007200663528483,0.2814672106884061,-0.8295771236310029,0.4105898104449326,1.1556676082356618,-0.6775014577112488,-1.0447052542479698,1.0
-0.7471349689336533,0.8260257555842832,-0.21193250247516826,-1.089830863577406,0.522594589330136,1.070726920670022,-1.7435216370825812,-0.5332947743996758,0.591268537783398,1.212470765648718,0.5532168827524317,2.0266370001820606,0.0
